timestamp,value,__name__,instance,job
18:55:54.453,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:55:55.545,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:55:56.623,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:55:57.715,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:55:58.894,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:55:59.983,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:01.072,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:02.166,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:03.261,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:04.338,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:05.411,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:06.605,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:07.682,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:08.742,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:09.817,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:10.889,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:11.968,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:13.047,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:14.273,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:15.365,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:16.441,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:17.506,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:18.870,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:19.965,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:21.078,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:22.200,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:23.302,80.954600,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:24.902,80.954608,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:26.161,80.954608,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:27.963,80.954608,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:29.212,80.954608,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:30.418,80.954608,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:31.600,80.954608,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:33.090,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:34.393,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:35.731,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:37.009,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:38.201,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:39.351,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:40.575,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:41.774,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:43.278,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:44.479,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:45.667,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:46.886,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:48.151,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:49.373,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:50.655,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:52.096,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:53.284,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:54.742,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:55.902,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:57.112,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:58.348,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:59.809,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:01.013,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:02.218,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:03.618,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:04.801,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:05.978,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:07.316,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:08.811,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:10.013,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:11.254,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:12.452,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:13.824,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:15.072,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:16.452,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:17.552,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:18.634,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:19.718,80.954618,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:20.896,80.954619,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:22.085,80.954619,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:23.196,80.954619,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:24.306,80.954619,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:25.584,80.954619,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:26.674,80.954619,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:27.805,80.954619,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:28.891,80.954619,node_pressure_memory_waiting_seconds_total,192.168.2.128:9100,node exporter
