timestamp,value,__name__,instance,job
18:55:54.445,10878.340068,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:55:55.546,10878.347846,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:55:56.623,10878.352459,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:55:57.715,10878.352837,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:55:58.894,10878.353298,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:55:59.985,10878.357354,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:01.072,10878.375170,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:02.166,10878.375535,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:03.262,10878.377552,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:04.338,10878.379963,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:05.411,10878.382599,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:06.612,10878.385719,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:07.674,10878.386839,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:08.742,10878.388027,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:09.816,10878.391392,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:10.889,10878.393293,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:11.964,10878.400101,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:13.056,10878.411753,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:14.273,10878.424202,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:15.360,10878.427161,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:16.438,10878.566169,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:17.505,10878.835557,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:18.878,10878.867747,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:19.968,10879.013639,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:21.078,10879.339555,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:22.200,10879.487591,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:23.304,10879.658216,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:24.901,10879.677776,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:26.164,10879.683849,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:27.975,10879.685184,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:29.213,10879.720164,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:30.419,10879.878368,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:31.600,10880.052815,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:33.091,10880.106709,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:34.402,10880.120457,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:35.734,10880.130349,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:37.011,10880.138058,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:38.201,10880.266889,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:39.351,10880.332515,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:40.576,10880.411672,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:41.778,10880.494747,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:43.278,10880.559209,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:44.478,10880.721269,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:45.668,10880.811319,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:46.892,10880.821884,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:48.138,10880.831309,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:49.376,10880.835389,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:50.658,10880.841816,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:52.084,10880.909834,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:53.284,10881.077445,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:54.741,10881.172549,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:55.900,10881.279016,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:57.108,10881.336103,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:58.347,10881.336144,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:56:59.811,10881.342676,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:01.012,10881.349788,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:02.219,10881.510501,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:03.618,10881.618800,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:04.785,10881.759697,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:05.979,10881.861147,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:07.316,10882.084448,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:08.796,10882.181254,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:10.015,10882.188478,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:11.254,10882.287394,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:12.452,10882.450095,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:13.823,10882.517664,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:15.073,10882.742571,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:16.451,10883.052208,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:17.550,10883.566516,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:18.634,10883.599691,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:19.718,10883.606915,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:20.894,10883.634073,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:22.086,10884.079210,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:23.195,10884.153852,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:24.317,10884.160560,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
18:57:25.584,10884.188823,node_pressure_io_waiting_seconds_total,192.168.2.128:9100,node exporter
